neighbourhood_cleansed,Entire home/apt,Hotel room,Private room,Shared room
Churriana,163.86,500.0,79.34,61.43
Cruz De Humilladero,310.76,,37.85,80.0
Campanillas,203.68,,73.38,
Puerto de la Torre,176.61,,34.33,
Centro,141.13,138.91,54.87,66.82
Este,149.8,143.5,60.15,32.5
Ciudad Jardin,117.45,,63.5,
Teatinos-Universidad,145.43,,33.95,
Palma-Palmilla,146.04,,32.89,
Carretera de Cadiz,115.28,,37.11,
Bailen-Miraflores,77.79,60.0,32.11,
