neighbourhood_cleansed,Entire home/apt,Hotel room,Private room,Shared room
Osor,8138.15,,7542.0,
Girona,8835.06,1173.0,5535.5,
Santa Coloma de Farners,15106.73,,125.8,
Serinyà,13943.5,,1258.0,
Navata,11379.54,,3743.0,
Llers,9092.0,,5617.5,
Urús,14697.43,,,
Anglès,10234.67,,4303.45,
Palau-sator,14396.93,,,
Siurana,14097.83,,,
Fornells de la Selva,13956.8,,,
Setcases,7799.19,,6072.0,
Gombrèn,3555.4,,10216.0,
Llívia,9478.42,,4096.29,
Maià de Montcal,10700.0,,2817.31,
Sant Jordi Desvalls,13386.13,,,
Parlavà,13118.2,,114.0,
Quart,13140.0,,,
Isòvol,12658.5,,390.0,
Rabós,10485.71,,2265.0,
Capmany,9348.21,3250.0,,
Arbúcies,5234.05,,6907.75,
Jafre,12080.5,,,
Pont de Molins,12073.29,,,
Cassà de la Selva,10459.77,,1484.75,
Santa Pau,5855.25,,6084.0,
Cabanes,3150.5,,8565.0,
Colera,11706.97,,,
Queralbs,7515.0,,4132.0,
Crespià,11242.5,,370.0,
Ger,11224.41,,,
Sant Ferriol,7240.43,,3918.5,
Esponellà,11105.5,,,
Riudarenes,11046.0,,,
Salt,9425.75,,1138.0,
Rupià,10488.38,,,
Porqueres,9235.18,,834.0,
Terrades,2625.0,,7383.12,
Portbou,4968.51,,5012.5,
Figueres,7435.85,,2500.86,
Les Llosses,6255.87,,3671.82,
Sarrià de Ter,9680.0,,138.0,
Verges,9771.71,,,
Lladó,9600.0,,,
Vilallonga de Ter,9398.17,,,
Maçanet de Cabrenys,8752.54,,439.5,
Tortellà,9092.67,,,
Bellcaire d'Empordà,8790.37,,300.0,
Espinelves,8910.25,,,
Ripoll,8590.42,,295.0,
Vilafant,8849.0,,,
Pardines,8674.6,,,
Montagut i Oix,7276.65,,1349.11,
Albanyà,8563.56,,,
Besalú,4781.45,,3725.5,
Aiguaviva,8492.67,,,
Sales de Llierca,8054.0,,357.33,
Campdevànol,8338.4,,,
Sant Climent Sescebes,6210.0,,1838.8,
Sant Miquel de Campmajor,8006.67,,,
Ordis,7795.2,,,
Cantallops,7629.58,,,
Olot,4765.9,,2842.67,
Sant Julià del Llor i Bonmatí,7583.0,,,
Sant Martí de Llémena,7440.73,,,
Sant Pau de Segúries,6464.78,,746.5,
Sant Mori,7140.33,,,
Boadella d'Empordà,7075.0,,,
Juià,6974.25,,,
Vallfogona de Ripollès,6741.0,,,
La Jonquera,6666.38,,,
Sant Jaume de Llierca,6557.67,,,
Vilanant,6321.88,,140.0,
Fortià,2666.0,,3681.25,
Toses,6299.8,,,
Vilamaniscle,6226.08,,,
Celrà,5572.67,,600.0,
Riumors,5829.11,,,
Ullà,5698.2,,130.0,
Viladamat,5749.0,,,
Viladasens,4720.0,,,
Hostalric,4513.2,,,
Vilamalla,4225.0,,,
Masarac,1410.0,,2512.0,
Sant Joan les Fonts,3863.73,,,
Castellfollit de la Roca,3504.11,,135.0,
Regencós,3462.67,,,
Serra de Daró,3133.75,,,
Riudaura,2999.25,,,
Vilamacolum,2753.5,,,
Espolla,2751.67,,,
Palau de Santa Eulàlia,,,2050.0,
Flaçà,1957.0,,57.0,
Pedret i Marzà,1100.0,,,
Mollet de Peralada,1070.0,,,
Torrent,795.0,,,
Santa Llogaia d'Àlguema,380.0,,,
