neighbourhood_cleansed,Entire home/apt,Hotel room,Private room,Shared room
Cruz De Humilladero,92166.29,,2731.44,10640.0
Centro,12670.82,37448.18,12344.2,7456.9
Este,11028.02,17048.5,3688.91,3012.5
Teatinos-Universidad,15815.22,,3244.33,
Churriana,9411.57,,6942.96,1059.17
Bailen-Miraflores,5668.25,8107.5,2275.48,
Campanillas,10899.81,,4586.58,
Palma-Palmilla,11929.68,,2343.19,
Carretera de Cadiz,10552.5,,3037.55,
Ciudad Jardin,5092.5,,3268.83,
Puerto de la Torre,5940.12,,2190.0,
