neighbourhood_cleansed,Entire home/apt,Hotel room,Private room,Shared room
Es Mercadal,0.92,1.0,0.98,
Sant Lluís,0.93,1.0,0.93,
Es Migjorn Gran,0.86,,1.0,
Es Castell,0.85,,1.0,
Ciutadella de Menorca,0.92,0.91,0.94,
Alaior,0.93,1.0,0.77,0.96
Mahón,0.86,1.0,0.82,
Ferreries,0.83,,0.94,
